business_id,number_visits
-2VYztMXVorktljCdQNPmQ,168
-2WAq2pOLnc4__lPy6kvoQ,11
-2XADB6qHuwPCZm3_01BMg,6
-2YMhP8_C663edoASI8X4A,5
-2YZIUArmrIMVVBi8CT47w,134
-2aGyAUenQEZWAtNUnMHzg,307
-2bLM6nIETD4Mk-rhjIYZQ,19
-2b_gje4mdlWNdwUQDJTXA,46
-2dvQxx3cYXd5XmFdDDsDA,38
-2gDGXUYPigcPbMIDg2eTg,7
-2gmbMDzKgYZ_8DOnJtPyw,21
-2j8XqQL68DPqYiafH9JXg,1
-2jMDMFbmR3JVD-vJUk3Aw,1
-2kVXSZJsZCi3edaIU4AkA,62
-2ke_JDOpgTZWqirMFjZcw,61
-2mctVTqFR5-DDCXKvMNPA,36
-2n5fuaYO2TeuMR0Ey6Zmw,17
-2oyyfOSHs1UElr3Dc1aKQ,14
-2slH9PUjJ9YK16b0hGxWg,118
-2vEnMoexef2-rWy-FMWvw,54
-2vZHP5Ej9FroxJo8qYJXA,4
-2wQyRfXPZ6CGYUo9BxuYg,1
-2wh7NTLkWEgsrLJvilnFQ,36
-2xzyHY8uWnLmyQkkfwMuQ,27
-3-6BB10tIWNKGEF0Es2BA,248
-32hOCwsuKd04WO-HQyYFg,118
-34c4hcDPIInTROr8Xtxtw,41
-361Hc0tlxSYdrH_C3OgzA,110
-3725FZiIIYdwQtM4MKEIA,2
-3AooxIkg38UyUdlz5oXdw,516
-3ArWZfDjfab8qVHf3WVtg,7
-3GD07waps96fB_okEwFqw,38
-3GcUoawZjkX1Zq7zJhe_A,45
-3IOd5YntpkbK6RwT3HYtA,120
-3JFWNwRzoZyncPHyc6p2Q,2
-3LGekWQ5iHMQO1a9_DDbw,13
-3Mc8R5c23FxrxlJn3ivww,255
-3RAlmeDN3H0Qkv8flguwg,9
-3Xl8nSBSjaPpftsSNyrgg,7
-3YTjk_J0pmtcnaqrI-tAA,45
-3dkEoYgH8AlUtBMZvzUfg,149
-3e1QV2EBGgnvO-JiQaKfg,46
-3e3CP3FFc-rvJj_-_airw,594
-3hzdvAPJKolEru6xywWyg,32
-3k7-21VyAT9dfuvIuzz_w,24
-3kTgLg2lUr2PBaokvcnmQ,5
-3m_nXlyvdKAVNNmVirpGQ,5
-3trysUGJcygCRYpx8TIpA,22
-3vApQP60bigh7FGBZCQng,7
-3w58iNJL_sZuT0Ozpz0yQ,16
-3xX_IfttKjPJ792BOBJ-Q,519
-3yc7i3bvTHv1Zig2rXrSg,14
-40qQXB8JsneSiDqXMjoeg,9
-42jRI5dhpbubYReeXPK2A,41
-44U8OogWPPQk9NA6NZDqw,10
-45_EStChJEWNJW_F83Yxw,3
-46lOITML86TZkk2fErq6A,576
-49YlJ2GGzgmQ71FX9gGyg,16
-4BvvVmFUNuUBQEL_3-zwA,4
-4E0hSCldRJZLI-1cT38Sw,63
-4G38D90ZA4cmU95nRIjLQ,1
-4HMjEGQgduIMMTe0WPQBA,573
-4HTX6yWNuRJusCTezaUnQ,20
-4I0u12gYWIToYmdeyxpeQ,58
-4IoP43clvfZPjRlXu2LLA,45
-4Iyrz-VY4a8eHpe_aiBaw,2
-4J6iW94f7qhnwmp4Z9bdg,20
-4N4YEobjG89VQsEgqZshg,3
-4Oq1x-gU3nehb8ETuwRvQ,65
-4UMCvj8E1PYseKhNfdoug,1
-4UxcA0lUfURC-4pNsPRcg,1
-4VQum5gCgEfSZcFycmAHw,5
-4VeLIjYt2nTqekzb9AFGw,3
-4VqKKSV3cT9Mjs7HYxMOw,7
-4YFpu0_j69JJ6tXIwVLQw,79
-4bCujgnMeYCu5RSmy0xPQ,5
-4dYswJy7SPcbcERvitmIg,183
-4gHyiiX6NKNqQ0DO8QhwQ,47
-4jxTEaNONDDsC0Xzzp1UQ,148
-4mDMBfT6N0d-VIUTKVaLg,471
-4qgeqxb2hKe3dUUH__j8Q,366
-4sfzbT4ok5gSzqsng3jig,2
-4wykApCGL78JzWYICOQzw,39
-4x3pVUUsfWmKEilWKsOZQ,91
-4yNkadymIchAHauib7aog,3
-4zs319riVyTXS9TkvGFHQ,5
-4zwfrKm21Rf89pTJRhG9w,13
-53z4kzdbB9F4kPQqmQjyg,2
-54atFVRfQrMja7avLXSQw,5
-5DcSecinHF2snC4eLv8WA,164
-5HAZGNFs5-MkwT1iwROkQ,1
-5JHievRko1tWNED4IdeDQ,56
-5LzSdkohuiRPOLi0GGCJQ,7
-5Rah4ZvWsDu4oilUZxhtw,1300
-5SVdM5aY3rjGsQuiFAYjQ,160
-5UQGwUZWUhPi5pJlcwEYA,648
-5Xfp4_pojZjGgOevX4iiw,23
-5aEZS_W261Dc8-Hzw5OOA,10
-5fXJjU1oeWnCHW5MPOuxg,46
-5ink0kIoVfuS5Zi_6QBnQ,70
-5iuX3tPbwH5LpoWN9QhMQ,49
-5ivHc7R7F_fHxTtxGvlgA,30
-5jHKFePOVSVyrbh13DHnw,1
-5jh7Rgm_jP2SclLrZG80A,27
-5jrKrVFNFBuT6OKHme7WQ,8
-5jrwZnndGs9q3akdkJYJA,60
-5ktM-ceWcU7fU9op35rpg,5
-5lDiH8QCNr-MEc_o5XzLQ,130
-5psHqEISccHDdHaWF2-6Q,36
-5uzjjKUA-kt81j605d5Jg,372
-63k_0GxwhakB6vY7eNVYg,145
-63ytt5vkWof-M9NDGTkng,15
-66jJ8Hl0vLV5PMxySNbXA,33
-6AjXJIUlbGSUohUzg9-iA,3
-6E_cla4lotruNasIsCkxQ,20
-6IYoO1HinZdQOHIsR_s6Q,96
-6JdVK-DHB4_43PEksbg1A,555
-6KL5N_AdaZnw3W1HHtEtA,3
-6L7ckMsebhvS_nk4wjhIA,44
-6L_z3ftD1iepJb0FfJghw,65
-6MEKOmFu6jckT3pruSxHg,233
-6OjnX3ZdDOhHxWR60wysg,425
-6RKk3sSh-PWB8VBfy4KnQ,5
-6TttC-1-rf5gC0QHWrs_w,73
-6bmADDPKp0HrT2wqAMjQw,2
-6bmqSTgHUAJ2QTAn4tciQ,11
-6bu2SPTnFfgpk9ReLWmXw,2
-6eBL83GDj45MpRmiMN-FQ,6
-6eomXaFuOSKPsUbk2A3xQ,76
-6jVwUuXC1-dyr2YRCEU6Q,276
-6jvfSJGprbfBD2QrS9zQw,68
-6jzxuJfK40kKNh9bZ4lfg,2
-6kIZWnXPuDC6JiQJ-A1fg,503
-6kNhGurAbdNQanqbAaoMg,80
-6mXhSbA_u1ofHiaNnplEQ,9
-6nQZ-QCkAyNHdtaxOxDpQ,184
-6nqH2tdNHQdqb8LvILlBw,172
-6osFx4NgFRHJ5NXqpHV6g,119
-6qt8a52bBwMogqwZsooOA,10
-6vtoe3VFedMGouTFnlnDQ,10
-6xTyv4rDlroQJBoww7y1w,12
-6xYpkvG91ClVz31JjhJCA,12
-7-VQmEgowG9o8u9qMv_aw,1
-70_fKY04n-BJbItDIclVg,1
-70gmot_C918Aw_1_l5yeg,7
-75oKRpwa1VEHOLXBFJ2Cw,8
-788YqeAedOZseDJOo7kfQ,18
-78Va3llKcPbL6SW4is8lw,70
-7AGjO0qnOld_GZK9dNNkQ,248
-7BCcSWikq0TAyViUFTUIQ,18
-7CYsFW13luajJHsl73bkg,1
-7CqBmK0zxwyjEqa3LBVSw,92
-7DvdvlUs5fHfSITPbvjgg,20
-7EkoApGOHg7_IpPIsGUIg,1
-7GDqSUaXrpC8Ql7nDBxWA,76
-7GjicSH_rM8JeZGCXGcUg,242
-7JjlPR9OiU_bAYXdi-Vbg,3
-7KAng29RoHr87mvOFbK9w,27
-7KnD-G4ZYi7-Xs4ZJAYWQ,178
-7KyK-QIAjFicDhpifwbPw,17
-7QQMtX29fF6Lkf7lW-KDA,19
-7Rx5jVeQmlVoAU_oXrzew,16
-7SlRxSWoLDB5YaYlcNpSg,12
-7TLTTVEq-huVr_SyCPywg,3
-7UDKbg_8TL4LVuYR6Ooyw,32
-7X-bU-zaD_h6k6FOyve6Q,9
-7ZTpN4KmfWotnu4rVV-FA,5
-7_R1BNUukbvb97OMNmxnA,191
-7_Wl2UGiuA7I5Lh0lzdRg,9
-7aDp7JsogemWTKOuZdNTw,113
-7cNgs6N105MDlLjOudObg,28
-7ezd9LpmVkow-eSUHIG9A,17
-7flYoBLv8jVcFZx7onsSg,68
-7iiapq3BMer7eW-NRXd2w,14
-7kN5J6yiT3sZbsiDHquPA,2
-7oegtOMeB8Cr5gWZUe50A,4
-7pCvqW8TFs9nBEwlwqNcQ,11
-7q7v1jepdduhzJZjpB91A,60
-7qO7OvcQS7t6v6uHxDAxw,25
-7sP9Iyk6XfXRawkcmwEng,13
-7wXZWnKe26iwJY_5z_AAw,41
-7zjvc_b1pX4TtM1q98aKw,4
-8-8mbxQEpZx8Zs_nrzljA,3
-81BXpO5Fuk-RqCabS7LMw,390
-82x1eWBVWsPhNd1JGQdnA,3
-84DrMt8DHK8S5dyvZg7tQ,8
-8562lttAp_PuLWpQXDdhA,40
-85Q5Uf_61afGuBERTY_pg,155
-85kJMtb9wqNWDT8yLbitw,397
-86Z04IBKxhEQ17rCOkn8g,15
-86lWqykjlPF2MBrHRFcCw,1
-8B29WNRCyg4jViK4ChKlQ,5
-8NGFqFrlOmWawr827tZNg,742
-8QRV-C80eFO6m058-PK4A,103
-8TVh4eZmbVV2N7GQUczjA,2
-8VorrmybR_HLw9T2ecr7Q,15
-8VpP01AKfnt4wpT-8vgnQ,330
-8_ufROuDzIWxFAny4FasQ,7
-8dM09lp35K28Qn8oaZPdA,1
-8eEiP4nYZAifQH46OGf4A,52
-8gGD85_jZvapnmb3EvU3w,42
-8i0zI-qgc0lSWEYqOk72g,4
-8iATYRnN46Km0_-ldx6cg,448
-8iCLoNY2Q52qWdGSZoDmQ,22
-8iiwnBs4yu4s1yLkWzU9Q,143
-8jIGHKz1-Tnv2X85kxbvQ,23
-8k9XXq_rfeq47JnRlBD4Q,1
-8lppXgxF5o0_F0cu-dXRA,65
-8luB5pJ7d9UOoiF7wikkw,696
-8oIIpYJAXWg-G3glapMmQ,376
-8tgRo69d_3WC-s1Rk2DUw,12
-8uatt4iWxUproNMOd1srw,38
-8wGpH3gYkwHKLcpc78CcA,88
-8wbH-eTreeURPGDJZu1OQ,5
-8wxCs5UMpo5vkutnwHmbA,4
-8xqG21DUzav7yIp5lS6jw,30
-8z1z-kYVvFFT4HUVSV-lA,27
-97632CUoOkJ8x4AlkPJxQ,2
-981bIUN3Qt27CVwN46h1Q,109
-99CauTgdResVER5NvRTfw,9
-99aS7t1izJrDtgSUyvoxg,12
-9CvbWc-vPYsoioAgZii4Q,23
-9Kxik9BRNkft5rPcVvSsw,284
-9NmUeTphyS9Lq1o9MACGw,2525
-9Q5Z8H1-Z1ZcO7L4nWwHw,35
-9QWlFM3KH0DBS1wiHZJXA,18
-9RA-XPA9K3uz5TCf8XLZQ,10
-9WXuHHFaFx5yGjkO67pDQ,8
-9ZNA22YhFlvTdLDYjvNdA,1597
-9ZRs13H1dM5a6lgv0iRdA,2
-9_F6sRmPdlbQ2n6n1whAg,14
-9_jMKS_-tk8mDd340CjTA,3
-9h2RsUE0-KEvfxyHcsWHQ,2
-9i8lr1vxnoYrV_cmFkraQ,9
-9iuQyJy5ABOsyRd8nCy7w,11
-9kg8ne9Nmw_6BbFqurAxA,54
-9lL4yFBX_7XVqUr8cwytg,174
-9n0NDe_pP1ZnrWr-lsDXQ,17
-9r8nAzWyRSLxBWt8uQOdA,1062
-9rRsa_9GTkSYkPdKa7T8A,279
-9rlT26zg4gTp2WBP3Yu4Q,53
-9sGD5Fi-DVwR6BsBAtu0w,2
-9u2TuWejgRDt-u-j1_bOQ,3
-9w_8PChjtA42yGN4yoDRw,269
-9yzQQ0d_rcOD2CzdTNO_Q,54
-9zDI4h2dE3hFOpGFHB10Q,14
-A-5spZpPMjujSnG-Oag7w,19
-A-_4uZO5f8dRoChKhqobg,40
-A0yoO3geGTdQsCvafBHpA,7
-A10ZTqT4X49cneKlxXTcw,1459
-A2OLubXDsMRPNN7LqohPA,258
-A5MmVqvwTjGjgYzZBbqIw,41
-A64OWEh5bDXvzbkN4cFfg,4
-A7I5CQcKkxH_CUyG3PVQA,7
-AAODDlBwYz3Hcc5NpdN2Q,6
-ALqLSTzkGDMscHdxA1NgA,78
-AMPRbkJZJcyIH_IuEreDg,1
-AMeu_LMyFPTsa94IwvS4w,47
-AOtXkmNAMtx-Y2Kx0CiFA,3
-AQyGGLrejN1uLaJM-a6mQ,28
-ATiAtTikuGuqvaW2O6tNA,1257
-AWclhh1_2VnqPylPgBU3g,213
-AYNJCQci8Tn0y0B_z1PAQ,2
-AanHawaDlzWHQjrqRRWig,160
-AaxZJ_I4rSFOBJbBz4SlQ,2138
-Ac9pMylK3ZdZQ0jtO6bVQ,28
-AdaSS3N7OsgnBGqh5EMQg,10
-AgYybTLhispcYcoIV7E9A,65
-Ah-gbZpa-IiQVIrhKRhhA,196
-Ah16__ceG91aXtrbkhkxQ,18
-AhpS4MUSdYWg8SwZpV6eA,38
-AjSXsdPtBhWl0kY1-QsoA,62
-AnhOOC-KXKNUT-ksYY9sw,7
-AvUCI3vOj4gww3s21WsDg,2
-AwHpMr4p141Uw1ogOO9FA,5
-Awb67JgBbySP4mQtOtNsA,36
-AxGGm4yvhedkmN1glW1Xw,2
-AyTHdUwHI-u5vAuXhUpPw,85
-AzaeuPwxqFO4SMSKjbuCw,1
-B5LbC_57Vhu7wB3hcFZTw,25
-B6XL-ZWsVHlAQyYcd3eEg,452
-B6fyJ8PoAMr_mH5VGaPjA,37
-B7E8MFb47FoGcp25lXgxw,756
-B7m-EJ8Moe6pSqMEqAVEA,4
-BAbmwcDsIfiYVNizbjSnw,1
-BB9Xn-ak_23FxVEWI5Y8w,2
-BDSQ7COGF0tcbWJRkTIZw,16
-BFrwPGCH-22kRPvFrFk4Q,43
-BH9haqiUB4AHw2pw2u51w,1
-BHSeNtP6CoErp30iGDxPg,12
-BK7x9C7xtBoriluTz6lEg,4
-BKUma4mz8uqH30nfOUiyQ,7
-BLKZfw-FX7602K59OpBgg,15
-BLVl824WRLFIm_uiHmkbA,184
-BPvsLwU9XqGRD275rEpsw,37
-BWNwPx6dtSRXXqFnCgO5Q,22
-B_2jHrwV2nWNqdoWtBC8A,470
-Bd4I7Zy12CRq-eGHk_T9w,60
-BdYhP-12elmFV7oB1iv4A,25
-BhSR6dAry5-2x3ndjX_9w,17
-Bhoyo7LL97tgt9Hze0Saw,38
-BjXcRcvDqOQ23eUKx6hjg,1027
-BjiftPB0ZIFL-7OzE7Xgw,43
-Bl2AA2Ujp1EBp0hEw6sIA,354
-BlhrfAM9jUF0nTMd_2FTQ,8
-BljPVosg2GY5YH5OrYzPw,9
-Bmj57EnUH2MsXRnJCG95g,29
-Bsw0AjWemVa8D_7g7-9Kg,91
-Bu-aR0R7vtEwoouiLt3jQ,52
-BuX4SXTqoidLl-H-FUH9g,836
-BvpRtFulI1rUkXEOXX3Tg,154
-BwA9H1r-t3vn0yVfCfYGQ,6
-BzW8aCGAQp4M5fnNGD0PA,1
-C-b1o5k85Er9EH44CjjcA,6
-C0DXAsxofWlGIcY1y-edQ,31
-C0I0bSrWz2pO_FHhvt4uQ,35
-C3MyZBUSR75wKE8RIkGAQ,6
-C3uMHgUbV0LxV0rJ7z6EQ,55
-CC4GaKGzXH8PmjhBfx6Pw,8
-CFbp2G4bW67yQd8hOmKNQ,86
-CGp5Ix4u_Mt45nrWvHSaQ,3
-CIZAVxbJ9RDWl9Xx9kzOg,5
-CJ7NgAqUJir64qeZMsgCg,155
-CJaGFoVnofRPKwl4NJaLg,8
-CLLdRWg2JJ6QUVj33HYNg,38
-CR3TrQNQt16sZ0rqzXa1A,9
-CRjqZ4GxZ6lIa_qMj7-yw,54
-CSlBMC5C7r8n02DLTw6kQ,10
-CT2Fwd917y0eIWMyu9Yag,5
-CTXNz_zxEqh47huMyk1WA,4
-CUxLDv32dbVQm0ji_6dZA,2
-CX8deTmT37DgG20_joBEA,6
-C_5RtXY4iIoztzIYVqMSQ,32
-CbBGlrmddJsaruk6LdI6A,63
-CdD6FRRWFeeNIYklWIK5g,3
-Cf1DZ-2BVEjaGJ55U7GYg,11
-Cf4TdTeHqdk3ZmK9_4p3w,11
-CiuESq1Pb0_x2TGi74oyg,43
-CmqoK12gnomrCA9EhbTpw,8
-CoSh2bjDUFPDPjPe43zXA,49
-CoVlGcw8nOmkp_ASc_DIQ,65
-CoZunWzch6HzMaM34dOEQ,12
-Cof8kRTgMxEESOqBBTE-A,154
-CrtBuQXUJUdyZZiAsNapw,18
-CuCli6mf9k4ReagRzbZbg,7
-CvjeIt8CMUMBRnikhHCDg,536
-CxtqJCjNkUclBiclhfmbA,36
-Cz1zBt_t8CwNKppk3rlTQ,10
-D0kqTtGFpo7ka8KPlUHYQ,49
-D3EniQXfbwk8rZqjWvEaQ,3
-D5XxdkNwCE65dX_aybvog,2
-D5argS_IZ4AL0LYbvXNgQ,11
-D6e48MuV3X_8WovFoOvUQ,20
-D7Vo2CuNfBE-vwsOyVCFg,5
-D8eD37Ahq3SbLBTuGG6Xw,503
-DGsnMlRrR_tv8avrpQLQw,1190
-DHwIpXvOsJFqYuo585eOg,364
-DI-vf2wcsalEH1zuaHmyw,9
-DJNo-yFXyFzzE5OHy7nXA,131
-DJmkn9HGCpCTF9G1ozklw,8
-DLx98kCD0kf8wuBeS_RUg,2
-DXNvQLhKwunHzg8OjkwXA,7
-DXnU-mJlRAz6K-Kmj2sfA,216
-D_3emciINpjvYXsHCf8OA,83
-D_InZvA0lq497RtoNxofw,11
-D_L4GHXJQvy2wv0RkrupA,25
-DcAq3aOYlMTM0vzOIAMMw,77
-DcRlgZdSCM0nQu4w4UI7g,18
-DffuTBxcKochiDa4QKPwQ,8
-Dg2pJigtydnPUUW5XBamQ,307
-Djw71FSC0jMsEFfXQiHCg,1
-DlF6neBa1HKx7aFi3ZxOg,56
-DmrgCX-mgijdP_dY-6Vuw,11
-DnuxdcataKWVrxzGAlj2g,25
-Dr6MZW6ZVP7X6ai30Qrlw,17
-Drxllb26AyLmrklrto52w,3
-DsC3cvCBEy_FNJ7U-i9zg,181
-DumQktH8vwlIiye-HD3-w,10
-DxeodWsu1zuv_4NDvAQaQ,96
-Dz1MEmeOI6YEtJyFuydiA,8
-Dz87D0tz5-E0boR6tQk9Q,28
-E-REn_Rgokr3BkDIoZMgg,52
-E0TZWKHz2y1Z_ZsYqWpag,29
-E2h36etKkz5AbIMaoOYWQ,3
-E5FEJIZdmwV7A1XGdhUeA,59
-EAUflIYeDktN8f7wHpHOg,50
-EEtnHdSUwHEq_oll_BhFw,35
-EGUHD80Yj0_bsBImJCITg,21
-EHrU_DwtX2Jv4NbAMppTA,1761
-EJoKKpWhy8G9R136j-bsA,79
-EKgs6Dl5Ft2Y0bEhYPZgg,1
-ENIvUeumwfMA-c10TYm0w,15
-EO7Peyf4GehtWjBmYrkDw,6
-EOYW4CqbTpsXBiC2Ww8gg,1
-EOlTGHfMPiB7GehuuayJw,542
-ET245ZYhupdwBSwiivFLg,21
-EUDiY3WrnAvDW9QDCNGMw,8
-EXQaHaB8zNpmcCQlfXVNw,4
-EZ84vTWjXnQCeE1-qVuSA,32
-E_abFaS0XdRE4tQopbjFg,37
-EagpVR7BtB0fLun70vg_g,39
-EcU2GI1oaV6kYdMUwgt6A,3
-EcZ6Rf3NZvyhv0RCm7Prw,5
-EfqPXlwRwegck9uNLHadg,1
-EiVVg6mJMzzr13_j8PNog,13
-EoaB87gPD41BM67j1fGCw,10
-Et_AB_ZBMj6EoxE_f5veg,4
-ExvxN1QHx4efMLm6PxJ4A,79
-Eyt2U9zfgp0Kqgj-CjPDg,282
-F-30mTCP0dUr_mm57NxUQ,13
-F-q_KwXJdOLWp5v3wwoqA,9
-F-u1j8QhY-080G84-HYXQ,1
-F04D8Q5oACUCW_zEMkS1A,7
-F7XzFOkZkh_J66oKTRhrw,12
-FGYj3d_J454lAopIVRsWw,1
-FHnftV0XucOTUcPpLftog,28
-FHupA0HcLv3uCGAgK7khQ,31
-FIYPnxsg3kuHXx46zY18w,77
-FKVxYp6GWcQjG8t2DC7vw,7
-FM4CxOg4XXmX_Ebky_SiQ,2907
-FMI0_EhMjwXaAgHVGuG2Q,402
-FPHImCrh555pkxNetpreA,71
-FQ9DUznwvhX7xH5aERbqw,71
-FRCxjoMJUU3kgm2aAsDwA,35
-FRHYI6doGCjIsXiKHkUqw,177
-FRoQzVedsAKxJdQgMGqmQ,75
-FSNRWP_3twzsH-qliHcZQ,63
-FVjMP72oLEDuiP-8gb2dA,165
-FW5ejFjgXH08xQapUiG5Q,4
-FXxCFnPPya9o5_8wAVSGQ,36
-FYgaeBm9xNhF4_m8bCC0A,43
-FZYb_CFhjOZIVGj1tRB4w,270
-FasKNAqishyfjAarVgJtw,567
-FbTCbFUAE61n9bwdfsFIw,38
-FeeEqYmAJ00G66ngdxFZg,2
-Fj5RVRiaUiMzaPGrfXNuQ,8
-Fka99c-tJ-epWYNIobqyQ,283
-FlSjORFdUUo1WMKeh9h5Q,31
-Fm05tmJz_10qOkL6JAsmw,344
-FplUfMbM6YNKtwppNddxQ,70
-FrJ1Y-s31IQkqnbajBHaA,56
-G-AmoSpz6wFU85dmglirQ,10
-G-p49zYwol8Sw9GP931VQ,32
-G0iVQaYvpZETVKwPVdR9A,12
-G2E_TAWXZehcQBirPGwZw,26
-G2G-h_TjNLXzI5FCbaqQA,4
-G570D797nD3NUOePceECw,10
-G5liTW1KYlP3fQ6ihWXag,1
-G7YeROvvC0z5qAnQGmSPQ,4
-GB_KiOOFoGdW09uuarqjQ,131
-GBnj__a2GK79p_bAKyvkQ,33
-GFJfMFzOi1p0QS_1QiIIA,3
-GJCEanNnPvwW5YggyECow,194
-GJN01qCjGgnNBTbZexNpQ,25
-GLapzja21a5YL98C7Zxxg,17
